LoanCurrentDaysDelinquent,LP_CustomerPrincipalPayments,LP_GrossPrincipalLoss,LP_CustomerPayments,LP_InterestandFees,LP_ServiceFees,MonthlyLoanPayment,AvailableBankcardCredit,RevolvingCreditBalance
260,1556.79,3943.21,2500.77,943.98,-60.58,189.29,730.0,6870.0
0,4499.42,0.0,4981.94,482.52,-54.23,142.89,750.0,766.0
0,4000.0,0.0,5801.81,1801.81,-56.69,173.71,2529.0,1196.0
0,1000.0,0.0,1331.28,331.28,-9.47,45.24,31.0,2050.0
161,5643.43,17356.57,10159.11,4515.68,-323.49,534.69,34563.0,8837.0
0,8500.0,0.0,9593.1,1093.1,-61.97,305.76,3888.0,6373.0
875,417.78,7082.22,918.45,500.67,-18.54,306.15,2036.0,3264.0
0,15000.0,0.0,16809.73,1809.73,-124.9,516.24,3315.0,5179.0
0,25000.0,0.0,25438.13,438.13,-37.97,824.88,13364.0,19986.0
0,15000.0,0.0,17955.48,2955.48,-120.07,588.41,2000.0,471.0
0,10000.0,0.0,10872.3652,872.3652,-51.62,248.47,5799.0,7147.0
0,14000.0,0.0,15842.81,1842.81,-73.77,410.75,2300.0,200.0
1021,565.0,2935.0,1124.4,559.4,-21.71,140.55,2090.0,1539.0
186,1046.18,8953.82,3227.4,2181.22,-87.33,293.4,48300.0,7325.0
0,7500.0,0.0,8106.07,606.07,-30.02,279.45,1709.0,3895.0
224,2534.44,3465.56,4958.48,2424.04,-77.39,244.92,16462.0,31938.0
751,1132.4,23867.6,1706.46,574.06,-41.3,853.23,41771.0,9029.0
53,161.2,0.0,603.1855,441.9855,-16.65,305.29,8645.0,13756.0
0,3500.0,0.0,3637.04,137.04,-14.29,307.02,5816.0,7234.0
0,1999.94,0.0,3032.55,1032.61,-34.04,0.0,0.0,0.0
0,2500.0,0.0,3096.24,596.24,-41.17,86.04,4016.0,997.0
0,5000.0,0.0,5668.05,668.05,-80.01,157.49,69800.0,38305.0
0,5000.0,0.0,5791.17,791.17,-41.68,183.25,5083.0,6917.0
0,7999.99,0.0,8251.55,251.56,-42.92,688.02,36653.0,9120.0
229,207.11,3792.89,1257.84,1050.73,-22.75,136.98,3001.0,22590.0
0,6500.0,0.0,10227.97,3727.97,-115.59,283.83,51837.0,36769.0
0,15000.0,0.0,16986.09,1986.09,-240.73,471.78,28196.0,20704.0
404,593.13,3406.87,1389.68,796.55,-25.09,173.71,3290.0,4018.0
0,6500.0,0.0,7049.93,549.93,-39.7,221.68,10750.0,1250.0
793,1588.87,1911.13,2814.6,1225.73,-46.68,141.48,1682.0,3878.0
1007,75.15,1924.85,161.14,85.99,-3.31,80.57,1598.0,1679.0
0,7995.77,0.0,8750.81,755.04,-77.5,257.16,6458.0,279330.0
0,1000.0,0.0,1070.1,70.1,-6.57,32.57,30886.0,3872.0
0,12771.12,0.0,13267.86,496.74,-34.96,293.6,439.0,21871.0
0,22500.0,0.0,24145.82,1645.82,-149.77,489.09,23649.0,14030.0
0,3500.0,0.0,3761.47,261.47,-8.43,150.48,500.0,2871.0
43,434.0,0.0,2481.36,2047.36,-27.99,142.02,18362.0,3626.0
0,1700.0,0.0,1822.47,122.47,-20.07,51.79,20280.0,13895.0
0,4000.0,0.0,5601.18,1601.18,-50.41,173.71,8119.0,14129.0
121,341.32,4658.68,895.12,553.8,-40.34,223.78,885.0,10494.0
0,7999.99,0.0,11388.85,3388.86,-125.55,326.56,884.0,436.0
0,5000.0,0.0,6791.11,1791.11,-85.05,188.53,2600.0,5100.0
0,2000.0,0.0,2061.98,61.98,-10.97,0.0,23023.0,17729.0
557,209.75,3790.25,521.13,311.38,-9.81,173.71,59540.0,38010.0
0,3000.0,0.0,4391.03,1391.03,-52.9,119.98,500.0,1045.0
0,4499.99,0.0,5188.67,688.68,-72.46,144.15,12981.0,4519.0
0,7500.0,0.0,7600.9408,100.9408,-7.98,252.67,20486.0,20444.0
0,3500.0,0.0,5737.49,2237.49,-63.9,158.33,0.0,1515.0
189,2323.08,4176.92,4909.14,2586.06,-78.05,260.23,64.0,1436.0
0,10000.0,0.0,12183.67,2183.67,-104.74,269.69,21376.0,131580.0
0,3500.0,0.0,5081.76,1581.76,-60.85,135.25,2346.0,10368.0
0,2000.0,0.0,2189.01,189.01,-7.6,79.38,4217.0,5170.0
492,41.11,2458.89,202.14,161.03,-2.12,108.57,202.0,798.0
0,3000.0,0.0,4348.79,1348.79,-42.16,130.65,21403.0,11849.0
0,999.99,0.0,1242.64,242.65,-15.87,34.8,3040.0,62094.0
0,2500.0,0.0,3407.91,907.91,-39.47,96.77,5411.0,12189.0
0,3999.99,0.0,6515.32,2515.33,-71.88,179.46,1187.0,7136.0
0,4000.0,0.0,4163.54,163.54,-5.44,169.94,3487.0,17522.0
0,1500.0,0.0,1701.94,201.94,-24.06,47.28,6021.0,92755.0
0,2060.0,0.0,2959.3,899.3,-35.24,82.45,1827.0,5674.0
3,1769.83,0.0,3438.92,1669.09,-45.65,102.05,670.0,1590.0
0,1299.92,0.0,1870.95,571.03,-20.83,54.05,35.0,1245.0
0,166.39,0.0,496.0525,329.6625,-14.98,166.57,1729.0,55134.0
0,6500.0,0.0,9079.23,2579.23,-99.24,261.85,20313.0,52821.0
195,2163.42,7836.58,6293.7,4130.28,-158.55,299.7,10255.0,18576.0
147,301.0,7199.0,955.38,654.38,-75.84,323.46,77523.0,4277.0
79,1181.82,0.0,2590.65,1408.83,-44.36,173.71,1506.0,4358.0
0,4200.01,0.0,4738.67,538.66,-67.3,131.61,39174.0,31026.0
27,2221.27,0.0,6124.44,3903.17,-158.16,291.64,6574.0,8176.0
0,4000.0,0.0,4630.84,630.84,-21.24,128.65,477.0,9423.0
0,15000.0,0.0,17975.13,2975.13,-119.53,439.3,12936.0,10927.0
0,24999.99,0.0,26650.14,1650.15,-118.72,853.23,16882.0,17918.0
0,1500.01,0.0,2218.75,718.74,-20.46,65.16,10126.0,28953.0
0,5000.0,0.0,5338.28,338.28,-21.29,172.08,6362.0,18086.0
0,2700.01,0.0,3106.33,406.32,-15.21,258.84,290.0,9275.0
291,1348.46,11651.54,3100.86,1752.4,-69.08,516.81,5188.0,20336.0
0,15000.0,0.0,18171.83,3171.83,-147.49,410.12,3178.0,17622.0
0,3500.0,0.0,5445.08,1945.08,-60.33,152.42,271.0,1924.0
498,105.6,4894.4,293.88,188.28,-8.17,128.19,13495.0,5905.0
0,12999.99,0.0,16318.86,3318.87,-177.09,474.82,14382.0,39961.0
0,7350.0,0.0,7988.27,638.27,-27.21,286.28,7422.0,833.0
155,166.75,2333.25,434.28,267.53,-8.42,108.57,284.0,15995.0
0,15000.0,0.0,16625.88,1625.88,-88.13,384.58,5887.0,1468.0
0,1999.36,0.0,2884.75,885.39,-34.28,80.42,250.0,502.0
0,4000.0,0.0,5715.3,1715.3,-54.87,172.6,4877.0,4298.0
0,5000.01,0.0,5526.24,526.23,-63.03,157.49,24425.0,18745.0
0,15000.0,0.0,17659.63,2659.63,-238.54,492.15,12413.0,9037.0
0,14999.99,0.0,16786.53,1786.54,-101.28,539.58,16452.0,6068.0
0,5000.0,0.0,5159.44,159.44,-27.2,0.0,29149.0,8876.0
0,4000.0,0.0,5960.98,1960.98,-62.75,172.56,3867.0,12838.0
0,5000.0,0.0,5318.4,318.4,-22.51,171.23,57020.0,4880.0
0,12500.0,0.0,13530.39,1030.39,-50.03,335.29,1045.0,18330.0
0,2500.0,0.0,2705.68,205.68,-22.12,79.85,9375.0,625.0
398,71.88,2028.12,182.4,110.52,-3.48,91.2,2774.0,98506.0
0,4000.0,0.0,5952.3,1952.3,-39.33,173.71,0.0,3051.0
0,3100.0,0.0,3453.51,353.51,-49.44,95.93,63649.0,24830.0
1382,0.0,5000.0,0.0,0.0,0.0,204.8,10134.0,7966.0
0,2500.0,0.0,3570.36,1070.36,-38.92,102.73,36.0,794.0
0,4000.01,0.0,4752.18,752.17,-23.68,173.71,57.0,24844.0
16,920.28,0.0,2361.73,1441.45,-38.21,126.67,925.0,75.0
0,8000.0,0.0,11662.17,3662.17,-133.14,328.75,23448.0,34710.0
0,5000.01,0.0,6412.25,1412.24,-70.82,185.67,6523.0,16383.0
0,24999.99,0.0,25018.53,18.54,-2.06,794.88,2561.0,40.0
0,3500.0,0.0,5605.42,2105.42,-62.1,156.15,293.0,25979.0
0,10000.0,0.0,11619.32,1619.32,-158.79,323.61,16790.0,210.0
0,2000.0,0.0,2271.6,271.6,-29.53,63.79,769.0,5131.0
0,7500.0,0.0,10026.85,2526.85,-126.43,278.69,7381.0,10677.0
0,2500.0,0.0,3244.66,744.66,-23.82,107.85,331.0,4485.0
0,3699.99,0.0,3930.94,230.95,-32.51,114.41,71267.0,14333.0
0,3500.0,0.0,3812.82,312.82,-28.6,114.5,9843.0,1830.0
898,201.81,3798.19,522.6,320.79,-9.92,174.2,0.0,0.0
0,2347.1,0.0,3341.1,994.0,-43.14,95.46,2852.0,2448.0
0,2000.0,0.0,3080.34,1080.34,-34.58,86.28,152.0,182.0
170,790.31,14209.69,2733.12,1942.81,-72.71,455.52,4425.0,6902.0
0,5200.0,0.0,5347.9886,147.9886,-8.18,189.04,5571.0,16995.0
0,3000.0,0.0,3678.63,678.63,-37.12,108.89,154.0,146.0
0,7500.0,0.0,10911.58,3411.58,-110.08,322.47,15.0,6154.0
0,3000.0,0.0,3610.79,610.79,-19.97,128.31,4337.0,3720.0
153,3143.07,1856.93,5553.76,2410.69,-73.02,217.74,8995.0,5482.0
414,102.2,2897.8,521.12,418.92,-12.25,130.28,1800.0,6254.0
0,5999.99,0.0,6473.02,473.03,-33.35,140.2,5930.0,70.0
0,2500.0,0.0,2650.39,150.39,-9.08,227.49,417.0,9386.0
0,6000.0,0.0,7059.51,1059.51,-96.75,196.29,33498.0,186425.0
0,7000.0,0.0,7542.58,542.58,-25.84,263.69,3322.0,453.0
0,2100.0,0.0,2805.69,705.69,-35.47,77.94,3794.0,2901.0
0,2000.0,0.0,2269.86,269.86,-29.31,63.79,4696.0,5404.0
0,5000.0,0.0,7588.27,2588.27,-87.72,210.89,678.0,1297.0
0,3999.99,0.0,5329.08,1329.09,-53.4,117.15,3926.0,19045.0
0,10000.0,0.0,10670.86,670.86,-28.44,285.3,684.0,12239.0
0,4000.0,0.0,4897.99,897.99,-36.63,158.03,0.0,2182.0
0,2000.0,0.0,2360.96,360.96,-19.0,73.3,4245.0,36811.0
35,1506.59,0.0,2680.88,1174.29,-96.32,335.11,4793.0,12607.0
462,164.17,1835.83,301.36,137.19,-6.53,75.34,15883.0,3317.0
0,11000.01,0.0,13763.78,2763.77,-182.12,375.03,82960.0,473631.0
0,1500.01,0.0,2427.08,927.07,-26.47,67.85,0.0,0.0
0,4000.0,0.0,4193.26,193.26,-7.36,161.7,23852.0,8794.0
0,4000.0,0.0,4997.32,997.32,-28.81,136.98,9110.0,25223.0
0,7999.99,0.0,9209.49,1209.5,-44.72,244.52,0.0,0.0
0,7499.99,0.0,11080.69,3580.7,-130.71,307.8,3627.0,38805.0
0,15000.0,0.0,17108.17,2108.17,-105.15,397.83,581.0,17969.0
0,6000.0,0.0,8853.53,2853.53,-104.71,245.76,4701.0,2281.0
221,1827.36,13172.64,5850.0,4022.64,-154.13,450.0,562.0,7479.0
553,0.0,4000.0,158.71,158.71,0.0,173.71,15500.0,257.0
0,10000.0,0.0,12411.73,2411.73,-162.43,345.92,4819.0,5681.0
0,5500.0,0.0,6123.61,623.61,-87.85,0.0,46119.0,8181.0
0,3999.99,0.0,4717.1,717.11,-17.11,173.71,2047.0,4753.0
0,10000.0,0.0,11270.06,1270.06,-50.58,398.18,8372.0,15128.0
0,1599.99,0.0,1755.15,155.16,-8.01,58.85,4020.0,34811.0
0,10000.0,0.0,13676.54,3676.54,-136.23,408.2,14591.0,7733.0
0,11999.74,0.0,12096.85,97.11,-3.46,455.06,1712.0,4082.0
0,2100.0,0.0,2592.99,492.99,-20.55,82.38,759.0,4291.0
0,5000.0,0.0,6032.73,1032.73,-57.41,180.74,1798.0,12752.0
876,147.63,1852.37,190.08,42.45,-1.7,190.08,4180.0,1042.0
0,1500.01,0.0,2139.64,639.63,-18.79,67.85,46.0,3954.0
0,3500.0,0.0,5285.12,1785.12,-54.06,119.86,1022.0,278.0
0,8999.81,0.0,10579.46,1579.65,-147.25,243.83,37897.0,18951.0
0,11500.0,0.0,14066.34,2566.34,-125.26,430.26,2995.0,12555.0
0,5999.99,0.0,7386.63,1386.64,-50.89,245.76,9100.0,9060.0
0,15000.0,0.0,15571.79,571.79,-21.3,456.6,2027.0,1659.0
0,10000.0,0.0,11032.61,1032.61,-46.94,381.85,2894.0,7220.0
594,60.6,3439.4,273.98,213.38,-2.88,151.99,7157.0,8657.0
0,2800.01,0.0,3871.75,1071.74,-38.29,115.8,2096.0,14904.0
0,5000.0,0.0,5275.73,275.73,-30.68,158.98,42150.0,3400.0
0,10000.0,0.0,12332.2,2332.2,-108.58,379.22,19010.0,15932.0
423,1678.63,1321.37,2271.5,592.87,-40.91,103.25,744.0,231.0
0,2499.99,0.0,2735.54,235.55,-7.35,108.87,4407.0,32420.0
298,7347.54,7652.46,10995.2,3647.66,-192.1,549.76,8258.0,15162.0
604,777.19,9222.81,1742.72,965.53,-32.48,398.18,5846.0,3166.0
0,7000.0,0.0,7636.25,636.25,-34.89,253.91,3121.0,3099.0
0,2999.99,0.0,3865.82,865.83,-45.61,109.95,3090.0,2410.0
0,4000.0,0.0,5878.99,1878.99,-69.53,0.0,12160.0,84105.0
0,2400.01,0.0,2799.84,399.83,-38.82,77.78,5525.0,2475.0
0,15000.0,0.0,15566.96,566.96,-28.58,396.07,10763.0,8056.0
177,5480.6,1919.4,7889.61,2409.01,-121.27,273.09,1472.0,3081.0
603,343.22,14656.78,1420.17,1076.95,-37.52,473.39,2399.0,2223.0
0,5000.0,0.0,6613.54,1613.54,-67.26,196.14,177.0,2451.0
213,3918.2,2081.8,6767.88,2849.68,-98.47,241.71,1565.0,985.0
0,7000.0,0.0,7177.0,177.0,-8.76,260.82,6538.0,4962.0
10,1227.56,0.0,2605.65,1378.09,-43.39,173.71,1078.0,22776.0
40,137.07,0.0,514.7874,377.7174,-16.58,133.14,9501.0,0.0
0,4000.0,0.0,5065.26,1065.26,-35.53,169.78,10538.0,4139.0
0,2000.0,0.0,2093.26,93.26,-3.15,84.44,0.0,0.0
217,29.99,3970.01,131.78,101.79,-3.29,131.78,837.0,15878.0
0,3500.0,0.0,3543.25,43.25,-2.11,130.97,2562.0,1677.0
0,4000.0,0.0,4278.98,278.98,-8.78,173.71,7451.0,20314.0
0,2000.01,0.0,2213.63,213.62,-11.05,184.62,0.0,1026.0
0,1000.0,0.0,1174.33,174.33,-6.75,37.11,3136.0,7548.0
0,8000.0,0.0,8351.88,351.88,-23.49,190.28,7311.0,28689.0
0,4000.0,0.0,5503.96,1503.96,-54.7,164.38,1991.0,9009.0
0,13007.4,0.0,16293.09,3285.69,-149.42,359.18,27255.0,198150.0
0,3000.0,0.0,3098.59,98.59,-15.71,258.59,16397.0,6803.0
0,7500.0,0.0,8740.32,1240.32,-38.57,326.62,3030.0,6270.0
76,2271.73,0.0,3530.54,1258.81,-54.31,135.79,4546.0,36554.0
0,4000.0,0.0,5023.14,1023.14,-32.22,173.71,5959.0,54557.0
0,7000.0,0.0,8553.09,1553.09,-68.75,269.47,50487.0,8513.0
0,2500.0,0.0,3580.36,1080.36,-43.22,99.4,1112.0,9524.0
0,3000.0,0.0,3127.37,127.37,-4.09,129.35,35754.0,13693.0
0,3000.01,0.0,4516.76,1516.75,-43.33,135.71,1214.0,16214.0
0,8500.0,0.0,8878.02,378.02,-17.19,324.57,5148.0,7172.0
441,1750.24,1249.76,3365.25,1615.01,-47.02,134.61,4715.0,4849.0
0,4000.0,0.0,4222.09,222.09,-8.84,159.27,6478.0,17330.0
0,2500.0,0.0,2842.4,342.4,-37.22,79.73,7048.0,7702.0
0,16500.0,0.0,16617.44,117.44,-9.04,555.87,20539.0,49761.0
14,1274.72,0.0,1970.4,695.68,-45.78,492.6,3266.0,15661.0
143,1173.1,976.9,1998.93,825.83,-31.45,86.91,196.0,15512.0
0,10000.0,0.0,12009.73,2009.73,-138.71,344.16,11055.0,45.0
0,2000.0,0.0,2659.16,659.16,-20.61,87.1,2439.0,4386.0
0,1000.02,0.0,1176.13,176.11,-16.02,32.74,16023.0,13077.0
220,681.97,9318.03,3000.85,2318.88,-65.18,305.65,60.0,1665.0
411,523.76,14476.24,1760.36,1236.6,-49.5,440.09,5249.0,8751.0
0,3999.99,0.0,4119.01,119.02,-3.75,173.71,6608.0,1192.0
0,4000.01,0.0,6017.28,2017.27,-63.08,174.2,3235.0,65.0
0,3000.01,0.0,3475.78,475.77,-31.76,103.98,28844.0,12966.0
0,7500.0,0.0,10168.68,2668.68,-127.68,271.98,7746.0,24824.0
610,409.97,590.03,765.71,355.74,-12.93,41.09,377.0,423.0
0,7500.0,0.0,9634.09,2134.09,-82.91,301.14,650.0,4350.0
0,2554.35,0.0,4537.6,1983.25,-63.45,172.6,8966.0,12501.0
0,2000.0,0.0,2333.27,333.27,-12.01,125.16,25.0,44608.0
0,5000.0,0.0,5896.41,896.41,-33.22,204.1,5142.0,10746.0
0,4000.0,0.0,5369.9,1369.9,-43.13,173.71,10541.0,88967.0
0,6500.0,0.0,7208.33,708.33,-85.35,204.59,6846.0,1490.0
0,15000.0,0.0,18344.91,3344.91,-128.17,450.0,15606.0,18672.0
0,2500.0,0.0,3118.76,618.76,-41.39,86.6,4995.0,15487.0
0,5000.0,0.0,5584.27,584.27,-46.0,167.75,2788.0,812.0
0,11000.0,0.0,12619.75,1619.75,-145.93,239.72,15450.0,24850.0
0,10000.0,0.0,10161.1084,161.1084,-10.88,238.9,8920.0,16572.0
260,401.21,9598.79,1562.36,1161.15,-19.01,315.59,4801.0,16882.0
0,7500.0,0.0,9296.21,1796.21,-123.97,258.12,7710.0,23611.0
0,3999.99,0.0,4033.85,33.86,-2.08,141.14,332.0,4218.0
757,205.49,3794.51,522.6,317.11,-9.91,174.2,1867.0,1089.0
275,136.91,3863.09,347.42,210.51,-6.63,173.71,27953.0,5997.0
0,4000.0,0.0,5255.73,1255.73,-39.54,173.71,1732.0,66512.0
236,639.18,1860.82,970.31,331.13,-20.37,88.21,20306.0,4699.0
58,1220.96,0.0,2252.4966,1031.5366,-81.84,451.89,1270.0,10990.0
441,1170.95,3329.05,1713.47,542.52,-36.41,155.77,5249.0,1001.0
0,1800.0,0.0,2485.39,685.39,-26.69,70.62,702.0,3247.0
936,743.5,2256.5,2032.32,1288.82,-23.66,134.52,500.0,0.0
0,1999.64,0.0,2966.56,966.92,-34.75,82.57,1642.0,9768.0
0,22000.0,0.0,22837.9029,837.9029,-85.24,466.35,36798.0,1452.0
0,10000.0,0.0,11442.35,1442.35,-61.47,389.5,1624.0,12179.0
0,5000.0,0.0,6219.27,1219.27,-58.09,188.35,11823.0,63310.0
0,15000.0,0.0,15989.94,989.94,-28.88,434.31,2990.0,6660.0
0,2000.0,0.0,2655.58,655.58,-29.71,76.43,896.0,4670.0
0,11000.0,0.0,12087.57,1087.57,-111.65,353.6,51486.0,13371.0
0,3500.0,0.0,3748.48,248.48,-8.08,149.35,6142.0,4869.0
291,1939.05,1060.95,3321.96,1382.91,-40.82,122.48,4153.0,51644.0
0,10000.0,0.0,14224.33,4224.33,-160.98,402.85,3432.0,24268.0
8,8121.84,0.0,12010.14,3888.3,-404.58,522.18,18564.0,12814.0
0,4999.99,0.0,7219.79,2219.8,-86.5,199.45,14343.0,13007.0
0,3499.99,0.0,4008.44,508.45,-16.77,113.93,0.0,826.0
1309,53.82,946.18,164.32,110.5,-3.48,41.08,0.0,0.0
0,3350.0,0.0,3800.15,450.15,-18.89,316.52,1740.0,6560.0
0,6000.0,0.0,6544.12,544.12,-32.85,545.98,840.0,2060.0
172,212.8,3787.2,521.13,308.33,-9.71,173.71,60.0,4492.0
0,3000.0,0.0,3965.35,965.35,-28.32,134.17,848.0,5152.0
546,433.21,1566.79,776.5,343.29,-13.34,80.3,49.0,251.0
70,920.3,0.0,1954.2,1033.9,-32.55,130.28,469.0,1331.0
106,3247.12,0.0,5957.7,2710.58,-107.16,398.18,18819.0,193613.0
2,6117.09,0.0,8384.52,2267.43,-192.72,758.78,9714.0,17386.0
804,223.39,1776.61,351.5,128.11,-8.01,70.3,5358.0,6592.0
0,15000.0,0.0,18293.58,3293.58,-212.36,360.88,17930.0,8370.0
0,5000.0,0.0,5741.84,741.84,-80.62,159.46,20622.0,14378.0
15,3674.29,0.0,6865.56,3191.27,-116.29,386.42,17.0,47819.0
0,3096.36,0.0,3181.81,85.45,-3.24,121.43,400.0,87.0
0,1567.97,0.0,2453.45,885.48,-25.3,67.85,0.0,0.0
0,2000.0,0.0,2174.77,174.77,-16.99,64.81,200.0,0.0
132,1899.26,1525.74,3052.85,1153.59,-59.88,119.45,13992.0,11362.0
196,258.54,1741.46,607.95,349.41,-11.0,86.85,9186.0,113499.0
290,174.87,1225.13,472.74,297.87,-10.66,62.82,858.0,7698.0
395,77.45,3922.55,506.13,428.68,-17.03,173.71,20341.0,3761.0
0,6999.99,0.0,10688.75,3688.76,-114.56,305.66,10321.0,34930.0
0,5400.0,0.0,6142.45,742.45,-30.94,211.83,474.0,376.0
192,3943.66,3556.34,7512.26,3568.6,-111.54,326.62,281.0,469.0
451,68.45,1931.55,173.7,105.25,-3.31,86.85,572.0,9475.0
0,11016.57,0.0,13828.17,2811.6,-175.82,387.26,12872.0,68415.0
424,3817.86,1182.14,6163.8,2345.94,-83.88,204.8,2347.0,3552.0
0,7100.0,0.0,8109.01,1009.01,-113.37,225.45,26515.0,6385.0
0,4000.0,0.0,4175.14,175.14,-12.09,137.66,2780.0,1684.0
0,3500.0,0.0,4608.59,1108.59,-42.65,141.0,8506.0,50627.0
0,2000.01,0.0,2791.67,791.66,-29.98,81.01,0.0,0.0
0,18166.2,0.0,21204.68,3038.48,-291.66,589.59,5782.0,4218.0
0,2800.0,0.0,3215.85,415.85,-45.22,89.3,1909.0,28401.0
0,1500.0,0.0,1663.45,163.45,-10.55,52.37,6169.0,5033.0
274,9680.97,319.03,11179.0,1498.03,-161.07,319.4,116537.0,18963.0
427,441.1,2558.9,1366.5,925.4,-18.88,130.65,492.0,6087.0
526,290.78,3709.22,675.56,384.78,-13.01,168.89,84.0,6614.0
10,1639.7,0.0,2108.03,468.33,-46.54,160.73,14599.0,22952.0
0,12000.0,0.0,13622.99,1622.99,-108.92,415.4,7522.0,12828.0
546,2713.56,286.44,3213.21,499.65,-48.07,97.37,4255.0,7981.0
319,726.9,2773.1,1495.03,768.13,-28.87,132.73,9504.0,3496.0
0,6000.0,0.0,6657.93,657.93,-30.48,227.87,12519.0,6500.0
0,3500.0,0.0,4766.74,1266.74,-46.07,143.83,9917.0,14078.0
0,8850.0,0.0,9612.94,762.94,-89.86,279.33,10035.0,14832.0
542,298.57,1701.43,761.4,462.83,-12.54,86.3,78.0,672.0
0,2000.0,0.0,2158.07,158.07,-5.93,191.73,1126.0,3561.0
607,111.13,11888.87,323.63,212.5,-10.19,323.63,2509.0,1126.0
11,2574.57,0.0,4674.12,2099.55,-66.22,172.56,0.0,0.0
162,1415.51,2902.93,2176.02,760.51,-43.01,155.43,615.0,539.0
0,12999.99,0.0,14330.4,1330.41,-76.98,325.04,10645.0,32905.0
425,726.46,8273.54,2265.15,1538.69,-67.11,253.35,12417.0,29980.0
0,10000.0,0.0,10434.41,434.41,-17.21,398.87,5963.0,10964.0
272,2446.5,7553.5,4325.41,1878.91,-147.1,222.39,30118.0,6514.0
0,4000.0,0.0,4149.67,149.67,-5.12,168.17,3140.0,7768.0
3,6825.44,0.0,10318.32,3492.88,-158.41,382.16,21.0,2621.0
0,4700.0,0.0,5774.12,1074.12,-77.55,156.61,12580.0,13496.0
0,14500.0,0.0,18170.63,3670.63,-170.9,549.87,430.0,3191.0
0,8500.0,0.0,9386.42,886.42,-135.35,0.0,129001.0,2905.0
0,9700.0,0.0,10724.3,1024.3,-35.95,403.8,6121.0,18779.0
0,5999.75,0.0,6772.8,773.05,-51.58,207.96,3700.0,10000.0
332,212.8,3787.2,521.13,308.33,-9.71,173.71,0.0,1362.0
1571,0.0,1000.0,0.0,0.0,0.0,37.68,3000.0,7925.0
0,19000.0,0.0,19328.92,328.92,-54.37,578.45,39354.0,1046.0
0,6000.0,0.0,7939.79,1939.79,-71.32,241.71,9488.0,19642.0
510,118.92,14881.08,446.71,327.79,-12.74,446.71,1000.0,0.0
0,1000.0,0.0,1212.15,212.15,-15.67,33.67,172.0,15725.0
0,2500.0,0.0,3694.55,1194.55,-37.95,108.18,166.0,7216.0
0,8000.0,0.0,10102.3,2102.3,-89.01,228.38,1093.0,8407.0
788,2544.8,3455.2,3436.72,891.92,-68.61,202.16,9650.0,40442.0
0,7000.0,0.0,8806.98,1806.98,-58.29,300.97,383.0,4028.0
0,8000.0,0.0,8287.46,287.46,-19.84,275.33,27204.0,19340.0
328,1025.09,1474.91,2068.53,1043.44,-32.61,108.87,1879.0,44815.0
0,7500.0,0.0,8931.31,1431.31,-69.73,272.24,1308.0,31395.0
0,7800.0,0.0,9089.35,1289.35,-126.39,250.19,47022.0,39223.0
0,7000.0,0.0,7643.28,643.28,-44.39,240.91,367.0,2133.0
0,4000.0,0.0,4217.6355,217.6355,-7.05,172.76,3464.0,8136.0
0,2000.0,0.0,2901.09,901.09,-34.67,80.57,33398.0,14402.0
0,4000.0,0.0,5893.33,1893.33,-60.56,172.6,587.0,5323.0
0,7000.0,0.0,8599.38,1599.38,-115.48,238.73,4930.0,3820.0
0,1000.0,0.0,1263.95,263.95,-14.06,36.55,1560.0,6440.0
0,2000.0,0.0,2206.42,206.42,-31.83,61.29,26030.0,2108.0
0,7000.0,0.0,8025.61,1025.61,-111.48,223.25,36065.0,19605.0
0,17577.92,0.0,18363.88,785.96,-119.99,539.15,9778.0,866.0
3,1216.51,0.0,3712.41,2495.9,-114.55,412.49,3576.0,8253.0
0,11000.0,0.0,12572.97,1572.97,-168.22,351.59,14466.0,4134.0
0,10500.0,0.0,11707.61,1207.61,-63.27,384.89,16051.0,8265.0
514,2277.47,4722.53,4512.0,2234.53,-75.14,282.0,0.0,0.0
411,393.28,1606.72,775.5,382.22,-16.39,73.05,23.0,1877.0
186,14636.6,4614.05,16532.6,1896.0,-289.47,590.45,35954.0,7946.0
72,3315.84,0.0,5576.1,2260.26,-68.33,174.2,1910.0,6556.0
1036,136.59,7363.41,302.14,165.55,-6.37,302.14,8910.0,14090.0
3,216.18,0.0,516.5627,300.3827,-9.65,86.38,1351.0,22799.0
0,9999.99,0.0,11551.71,1551.72,-66.71,283.4,15666.0,7691.0
0,7500.0,0.0,11743.59,4243.59,-132.66,326.62,12683.0,22766.0
0,9000.0,0.0,10824.82,1824.82,-66.35,369.85,1563.0,4937.0
0,13000.0,0.0,14851.37,1851.37,-139.3,297.72,29268.0,14102.0
314,6220.52,7279.48,9271.81,3051.29,-169.62,487.99,2556.0,14495.0
0,14999.99,0.0,17245.18,2245.19,-173.23,340.99,23118.0,51925.0
0,1000.0,0.0,1270.88,270.88,-12.43,38.06,94.0,4516.0
0,2875.0,0.0,2926.07,51.07,-5.24,251.81,72134.0,20841.0
24,4324.43,0.0,7036.31,2711.88,-151.34,540.33,5769.0,3867.0
0,2100.0,0.0,3423.74,1323.74,-37.84,95.0,0.0,2807.0
577,555.42,3444.58,1378.6,823.18,-25.73,174.2,0.0,0.0
0,3000.0,0.0,4329.51,1329.51,-48.35,123.28,10500.0,5318.0
0,4000.0,0.0,4617.89,617.89,-19.77,172.6,90.0,3244.0
0,15000.0,0.0,19108.63,4108.63,-179.68,579.63,76.0,13284.0
