LoanCurrentDaysDelinquent,LP_CustomerPrincipalPayments,LP_GrossPrincipalLoss,LP_CustomerPayments,LP_InterestandFees,LP_ServiceFees,MonthlyLoanPayment,AvailableBankcardCredit,RevolvingCreditBalance
5,444.86,0.0,2739.6,2294.74,-37.41,136.98,499.0,8801.0
158,557.15,1942.85,921.3,364.15,-18.77,92.13,2436.0,1491.0
554,1868.69,5631.31,4247.39,2378.7,-59.86,326.62,353.0,147.0
0,4000.0,0.0,5391.56,1391.56,-43.05,135.17,540.0,9072.0
0,7500.0,0.0,9452.71,1952.71,-97.68,278.69,3438.0,10779.0
609,1034.22,2965.78,2243.28,1209.06,-38.69,172.56,1779.0,26667.0
840,646.92,1853.08,1719.9,1072.98,-26.59,101.06,0.0,500.0
19,72.01,0.0,336.34,264.33,-3.29,168.17,145.0,3464.0
0,4000.0,0.0,4216.43,216.43,-6.82,173.71,35188.0,5512.0
142,87.2,3912.8,390.6,303.4,-10.01,130.2,20926.0,1754.0
0,15000.0,0.0,15540.41,540.41,-83.27,459.67,26617.0,15283.0
0,3500.0,0.0,4595.91,1095.91,-40.6,142.87,263.0,37085.0
0,1500.0,0.0,2030.78,530.78,-25.52,56.36,3500.0,10207.0
0,2000.0,0.0,2091.88,91.88,-9.51,64.2,6728.0,5942.0
0,10000.0,0.0,13717.54,3717.54,-145.16,400.83,328.0,18436.0
81,1238.04,0.0,2466.79,1228.75,-72.48,116.24,7979.0,1094.0
0,2000.0,0.0,2876.47,876.47,-34.03,80.32,3154.0,3589.0
0,3000.0,0.0,4371.73,1371.73,-52.26,115.26,20106.0,762.0
0,5000.0,0.0,5440.52,440.52,-30.2,172.32,3353.0,27347.0
169,4806.43,1693.57,5927.56,1121.13,-100.64,212.77,4519.0,5481.0
0,10499.99,0.0,11478.94,978.95,-101.53,337.03,16929.0,834.0
0,25000.0,0.0,26187.43,1187.43,-107.85,543.69,14545.0,31898.0
0,2750.0,0.0,3545.02,795.02,-38.8,102.89,6286.0,25823.0
1155,548.96,4451.04,1295.64,746.68,-23.83,215.94,11899.0,9585.0
0,5000.0,0.0,5518.14,518.14,-36.64,171.23,708.0,1692.0
0,4000.0,0.0,4214.4466,214.4466,-8.53,160.08,5365.0,11396.0
0,35000.0,0.0,35889.65,889.65,-71.23,787.25,60810.0,19826.0
1273,520.46,3679.55,1329.93,809.47,-23.12,189.99,1180.0,1920.0
0,20000.0,0.0,20911.49,911.49,-105.51,632.65,6337.0,19688.0
0,15000.0,0.0,21214.05,6214.05,-254.37,435.27,1021.0,9078.0
0,12000.0,0.0,12367.7,367.7,-65.07,1030.87,50515.0,83020.0
0,4499.99,0.0,6094.18,1594.19,-60.76,181.28,525.0,7132.0
0,13500.0,0.0,14474.62,974.62,-108.4,429.23,22003.0,24119.0
0,2400.0,0.0,2857.18,457.18,-14.61,103.53,251.0,49.0
743,919.65,9671.84,2151.2,1231.55,-68.47,268.9,75595.0,379981.0
0,3999.99,0.0,4539.92,539.93,-38.84,136.52,1654.0,646.0
0,20000.0,0.0,22982.52,2982.52,-289.84,648.07,5521.0,12689.0
352,379.4,1620.6,868.5,489.1,-15.39,86.85,0.0,10391.0
0,4000.0,0.0,4566.96,566.96,-29.86,146.6,12388.0,16475.0
0,13000.0,0.0,13186.16,186.16,-7.48,380.73,12152.0,17914.0
82,189.27,0.0,400.2,210.93,-8.28,200.1,5032.0,12476.0
0,4999.99,0.0,5639.41,639.42,-60.62,162.63,254.0,746.0
0,25000.0,0.0,25039.8623,39.8623,-2.74,654.03,22691.0,20644.0
0,13000.0,0.0,16411.97,3411.97,-189.63,469.92,5601.0,5872.0
0,8000.0,0.0,8630.02,630.02,-58.67,260.93,1444.0,14547.0
0,4000.0,0.0,4449.83,449.83,-14.16,173.71,1973.0,116777.0
0,1000.01,0.0,1139.86,139.85,-16.07,31.66,3020.0,444.0
0,3999.99,0.0,5265.79,1265.8,-39.57,174.2,0.0,16110.0
0,24500.0,0.0,24837.68,337.68,-42.81,766.5,50517.0,82948.0
0,4000.0,0.0,4287.45,287.45,-9.57,169.78,11983.0,4914.0
1009,294.04,3705.96,674.84,380.8,-12.8,168.71,7747.0,403.0
0,11500.0,0.0,11601.71,101.71,-5.99,285.74,40821.0,19313.0
530,201.12,2564.99,547.05,345.93,-15.23,112.81,35498.0,27441.0
497,2755.02,7244.98,4337.64,1582.62,-87.97,361.47,20169.0,29281.0
0,12000.0,0.0,14862.06,2862.06,-197.54,412.99,991.0,11254.0
16,1675.46,0.0,2271.5,596.04,-41.16,103.25,11646.0,16828.0
0,2000.0,0.0,2421.1,421.1,-11.36,67.91,4380.0,9395.0
0,4999.99,0.0,6077.2,1077.21,-51.34,188.35,25192.0,14924.0
244,4864.98,20135.02,6414.04,1549.06,-159.04,803.63,81976.0,25224.0
104,763.95,0.0,1737.1,973.15,-30.63,173.71,1616.0,48983.0
0,2899.98,0.0,3572.69,672.71,-44.12,100.88,9278.0,14784.0
725,1123.31,2376.69,2157.45,1034.14,-37.61,143.83,12049.0,2267.0
82,150.58,0.0,1303.84,1153.26,-12.99,166.73,2172.0,23408.0
0,1000.0,0.0,1477.26,477.26,-17.06,41.36,14.0,5561.0
0,1000.0,0.0,1007.09,7.09,-1.01,30.87,5148.0,152.0
0,4000.0,0.0,4527.95,527.95,-22.53,377.14,75.0,4525.0
0,2000.0,0.0,2523.13,523.13,-29.07,72.29,4390.0,15529.0
373,640.53,4359.47,1704.86,1064.33,-27.91,214.98,474.0,15252.0
1064,334.79,1165.21,663.39,328.6,-5.72,55.06,3327.0,12910.0
0,3000.0,0.0,3073.99,73.99,-3.76,111.03,1741.0,23996.0
0,12000.0,0.0,13433.34,1433.34,-62.67,463.7,5548.0,26905.0
0,3499.78,0.0,3853.74,353.96,-54.02,107.35,29769.0,43731.0
0,2000.0,0.0,2970.88,970.88,-34.94,82.46,5156.0,8915.0
0,7000.0,0.0,7692.88,692.88,-83.47,220.32,48614.0,20186.0
0,7499.25,0.0,9594.4,2095.15,-70.5,316.34,164.0,1902.0
0,3917.39,0.0,4976.62,1059.23,-32.85,173.71,227.0,5701.0
0,999.99,0.0,1152.4,152.41,-7.49,37.34,1134.0,10766.0
0,4000.0,0.0,5347.45,1347.45,-42.43,173.71,1471.0,1479.0
0,1499.99,0.0,1686.75,186.76,-5.98,56.51,1380.0,818.0
0,3000.0,0.0,3464.98,464.98,-17.23,122.46,11725.0,26324.0
0,2500.0,0.0,2778.06,278.06,-39.18,77.31,7719.0,9615.0
0,3999.99,0.0,4372.95,372.96,-11.74,173.71,13794.0,12106.0
0,5000.0,0.0,6247.84,1247.84,-40.46,199.09,10305.0,31425.0
0,3499.99,0.0,3509.24,9.25,-1.85,299.61,238114.0,43841.0
0,3000.0,0.0,3428.18,428.18,-16.06,287.6,30761.0,1339.0
0,1249.83,0.0,1990.97,741.14,-22.72,54.44,670.0,9467.0
718,355.09,9144.91,756.54,401.45,-15.99,378.27,0.0,0.0
1347,454.53,2923.94,1177.65,723.12,-18.24,149.28,1673.0,3375.0
0,8000.0,0.0,8247.82,247.82,-18.24,271.83,13966.0,1984.0
0,5000.0,0.0,7138.94,2138.94,-85.54,198.8,4845.0,23615.0
0,7000.0,0.0,7183.14,183.14,-9.13,260.32,28811.0,19367.0
0,2000.0,0.0,2012.7,12.7,-2.02,61.11,134193.0,25407.0
0,15000.0,0.0,17089.86,2089.86,-92.4,419.59,947.0,38265.0
831,533.3,6966.7,1289.88,756.58,-24.41,322.47,645.0,3455.0
0,17500.0,0.0,18939.53,1439.53,-147.8,562.54,29842.0,1664.0
0,4000.0,0.0,5135.81,1135.81,-35.74,173.71,7005.0,25253.0
0,1000.0,0.0,1151.15,151.15,-8.95,35.6,8369.0,49126.0
0,3000.01,0.0,4642.84,1642.83,-52.98,115.16,244.0,2013.0
317,725.52,3274.48,1977.72,1252.2,-31.11,136.98,2575.0,350.0
679,606.28,9393.72,2137.03,1530.75,-44.62,305.29,6754.0,11366.0
0,12000.0,0.0,14239.14,2239.14,-78.02,378.71,565.0,12242.0
0,7500.0,0.0,11009.52,3509.52,-123.84,308.2,12118.0,10900.0
0,15000.0,0.0,15039.26,39.26,-1.83,409.1,36207.0,36116.0
0,3425.0,0.0,3487.6,62.6,-1.97,148.74,53419.0,11790.0
0,10000.0,0.0,11047.86,1047.86,-74.11,342.46,547.0,10771.0
0,2800.0,0.0,3732.55,932.55,-29.34,121.6,1573.0,3100.0
0,4500.0,0.0,4518.7,18.7,-1.11,160.1,5242.0,4566.0
74,1192.09,0.0,2794.0,1601.91,-55.96,212.1,1838.0,64862.0
0,5000.0,0.0,5427.04,427.04,-42.76,161.31,30000.0,5600.0
149,229.22,3770.78,900.55,671.33,-22.62,128.65,277.0,4535.0
0,999.99,0.0,1052.17,52.18,-5.68,31.89,1910.0,90.0
0,12000.0,0.0,12974.48,974.48,-78.03,401.39,18077.0,4563.0
0,10000.0,0.0,10598.29,598.29,-92.19,306.44,27014.0,8486.0
0,15000.0,0.0,15251.6456,251.6456,-17.19,519.98,5364.0,39100.0
0,2000.0,0.0,2025.23,25.23,-2.66,64.07,40345.0,1955.0
0,3999.99,0.0,4520.72,520.73,-20.33,160.33,4641.0,7843.0
0,11499.99,0.0,13161.29,1661.3,-177.67,367.57,34306.0,37103.0
0,2000.0,0.0,2048.78,48.78,-7.76,172.39,22104.0,1396.0
0,4000.0,0.0,4210.53,210.53,-6.72,172.76,19250.0,62431.0
313,2025.48,2974.52,4079.62,2054.14,-58.99,214.98,0.0,0.0
0,9999.99,0.0,11337.73,1337.74,-96.25,341.29,27203.0,50758.0
0,15000.0,0.0,15517.49,517.49,-20.97,437.46,16449.0,22101.0
0,7800.0,0.0,8720.8,920.8,-79.79,257.36,22173.0,8727.0
0,2000.0,0.0,3041.12,1041.12,-35.25,84.36,3193.0,78377.0
0,4000.0,0.0,4574.09,574.09,-23.3,377.93,853.0,21111.0
0,1500.0,0.0,2185.41,685.41,-26.02,60.71,635.0,24335.0
0,9999.99,0.0,10259.44,259.45,-27.89,319.4,133271.0,11029.0
0,2099.99,0.0,3330.09,1230.1,-35.79,94.22,3331.0,49969.0
0,14999.99,0.0,15628.1059,628.1159,-33.48,549.76,16502.0,15551.0
0,1000.0,0.0,1302.67,302.67,-16.83,34.88,0.0,506.0
0,1499.99,0.0,1897.29,397.3,-18.86,56.57,1221.0,17665.0
0,2500.0,0.0,2805.0,305.0,-33.93,79.49,131.0,2311.0
0,4000.0,0.0,4042.43,42.43,-1.48,126.04,2198.0,702.0
0,2000.0,0.0,2134.07,134.07,-4.47,84.9,535.0,1553.0
178,578.96,1421.04,1098.14,519.18,-20.78,79.51,30.0,1136.0
0,6000.0,0.0,6969.46,969.46,-46.18,226.02,433.0,1434.0
0,1000.0,0.0,1265.14,265.14,-8.61,42.86,3968.0,14795.0
371,51.34,2948.66,122.67,71.33,-2.55,122.67,24900.0,0.0
132,356.15,3643.85,871.0,514.85,-16.09,174.2,5986.0,9261.0
71,935.99,0.0,2090.4,1154.41,-36.09,174.2,3553.0,37837.0
289,640.73,6359.27,956.84,316.11,-22.59,239.21,4086.0,3711.0
0,2000.0,0.0,2221.9,221.9,-31.68,61.75,32752.0,14307.0
0,8000.0,0.0,9334.02,1334.02,-129.52,259.27,28961.0,33436.0
0,9500.0,0.0,11369.77,1869.77,-71.21,382.71,608.0,50592.0
0,1500.0,0.0,1899.64,399.64,-24.97,52.74,49.0,1001.0
0,2500.0,0.0,3082.45,582.45,-36.45,87.88,1291.0,6009.0
829,1432.27,3167.73,2789.25,1356.98,-51.12,185.95,3774.0,5126.0
0,4500.0,0.0,4785.44,285.44,-17.98,408.01,4115.0,1822.0
0,2000.0,0.0,2025.44,25.44,-1.45,182.87,11650.0,350.0
0,10000.0,0.0,10388.2512,388.2512,-17.08,387.62,5332.0,10364.0
0,9999.99,0.0,11653.05,1653.06,-162.06,320.52,33280.0,62920.0
0,1000.01,0.0,1626.57,626.56,-17.94,45.21,0.0,2136.0
0,15000.0,0.0,18873.42,3873.42,-247.08,521.08,20038.0,8162.0
834,533.3,6966.7,1289.88,756.58,-24.41,322.47,3484.0,13180.0
876,459.91,2040.09,1130.9,670.99,-19.17,113.09,13.0,6596.0
0,2000.0,0.0,2120.47,120.47,-3.79,86.85,5049.0,6151.0
0,3999.99,0.0,4652.82,652.83,-20.56,173.71,5651.0,33631.0
0,8999.99,0.0,11669.04,2669.05,-87.54,293.9,750.0,378.0
0,4999.99,0.0,5432.81,432.82,-27.7,452.78,17078.0,13423.0
0,15500.0,0.0,16076.04,576.04,-74.92,1346.1,4128.0,11102.0
0,5000.0,0.0,6233.29,1233.29,-48.6,199.78,55.0,445.0
0,2000.0,0.0,2364.66,364.66,-15.94,77.28,13057.0,12983.0
300,516.22,14483.78,1804.96,1288.74,-49.12,451.24,13772.0,9428.0
0,4000.0,0.0,5053.24,1053.24,-35.9,168.32,380.0,8758.0
709,10353.81,4646.2,12660.52,2306.71,-220.53,486.48,30644.0,24492.0
0,4000.0,0.0,5079.38,1079.38,-34.85,131.81,827.0,5773.0
0,2500.0,0.0,3347.86,847.86,-42.17,93.04,3236.0,9949.0
0,3999.99,0.0,4643.56,643.57,-20.26,173.71,3361.0,3600.0
0,4499.98,0.0,5161.27,661.29,-72.0,141.74,17677.0,11323.0
0,8000.0,0.0,8464.87,464.87,-48.23,256.79,12285.0,9015.0
0,10964.12,0.0,12774.29,1810.17,-127.92,375.42,15764.0,35084.0
0,8000.0,0.0,8961.86,961.86,-57.27,284.39,2611.0,3242.0
267,357.7,3642.3,1750.74,1393.04,-33.78,136.98,235.0,6015.0
0,3500.0,0.0,3654.54,154.54,-5.42,145.72,37.0,8274.0
0,2000.0,0.0,2072.95,72.95,-4.56,70.3,8070.0,31677.0
0,4000.0,0.0,6266.9,2266.9,-70.9,174.2,461.0,8939.0
0,2500.0,0.0,2721.71,221.71,-30.79,77.42,17683.0,22319.0
100,1030.24,0.0,1897.7,867.46,-24.89,85.7,75.0,630.0
0,7000.0,0.0,9530.32,2530.32,-97.35,282.0,1308.0,292.0
0,7000.0,0.0,8724.35,1724.35,-95.85,253.03,577.0,115009.0
0,4000.0,0.0,5395.1,1395.1,-37.63,136.98,962.0,4563.0
0,2999.99,0.0,3172.16,172.17,-14.07,266.88,4453.0,9781.0
0,10750.0,0.0,12857.42,2107.42,-175.61,357.05,14546.0,3384.0
0,20999.99,0.0,22042.54,1042.55,-73.48,490.7,7776.0,39726.0
0,3699.99,0.0,5352.1,1652.11,-64.17,145.36,499.0,4016.0
0,2000.0,0.0,2201.71,201.71,-6.3,87.1,16221.0,15846.0
0,2599.99,0.0,3020.54,420.55,-29.03,89.48,3494.0,3422.0
712,867.05,2632.95,1420.76,553.71,-28.41,129.16,42612.0,6808.0
357,562.97,1437.03,1245.7,682.73,-20.55,86.85,0.0,0.0
0,2900.0,0.0,3016.63,116.63,-16.11,89.86,94142.0,4755.0
31,426.08,0.0,1735.5,1309.42,-41.39,133.5,4130.0,1933.0
0,6000.0,0.0,6400.62,400.62,-12.52,261.29,3088.0,12.0
0,7500.0,0.0,9476.92,1976.92,-98.9,278.69,2049.0,451.0
0,9500.0,0.0,10897.64,1397.64,-135.84,307.83,3440.0,8209.0
0,10499.99,0.0,10685.1908,185.2008,-15.73,233.51,100151.0,5349.0
1174,634.27,1865.73,1018.48,384.21,-14.64,101.06,1827.0,17447.0
0,11000.0,0.0,12612.32,1612.32,-88.1,281.13,241.0,966.0
0,2000.0,0.0,2106.04,106.04,-8.48,66.9,2118.0,282.0
0,7500.0,0.0,9192.61,1692.61,-42.31,324.54,8991.0,13918.0
0,2700.02,0.0,2946.3,246.28,-34.19,83.62,34684.0,18016.0
0,2500.0,0.0,3230.26,730.26,-31.93,96.6,2179.0,8217.0
0,6500.0,0.0,6901.53,401.53,-29.95,220.27,1516.0,5666.0
0,10000.0,0.0,11777.16,1777.16,-162.05,0.0,9086.0,2809.0
11,10427.76,0.0,13259.88,2832.12,-193.66,516.24,8241.0,15759.0
0,4600.0,0.0,5268.3,668.3,-72.63,146.71,21671.0,10865.0
0,10000.0,0.0,13882.23,3882.23,-150.04,401.52,3138.0,19561.0
0,4000.0,0.0,5990.69,1990.69,-63.71,172.56,3103.0,2897.0
0,4000.0,0.0,4721.3,721.3,-17.49,136.98,1227.0,8819.0
0,14999.99,0.0,16913.4,1913.41,-103.71,384.58,75334.0,39065.0
0,3450.0,0.0,5296.28,1846.28,-59.69,148.24,47.0,2484.0
121,405.61,2144.39,1000.8,595.19,-14.09,103.08,1494.0,1306.0
0,1999.99,0.0,2273.7,273.71,-11.21,189.54,320.0,4898.0
0,0.0,0.0,0.0,0.0,0.0,416.34,1915.0,4685.0
342,1049.73,2950.27,2235.74,1186.01,-38.26,171.98,789.0,6218.0
0,9499.99,0.0,12544.24,3044.25,-110.83,292.76,5904.0,5996.0
0,11824.8,0.0,12439.92,615.12,-47.35,387.43,22443.0,11757.0
831,15.82,7484.18,311.62,295.8,-9.25,326.62,0.0,0.0
0,9000.0,0.0,10352.61,1352.61,-144.65,287.67,35745.0,30374.0
0,2600.0,0.0,3185.42,585.42,-28.53,96.63,167.0,4833.0
6,5415.77,0.0,6916.36,1500.59,-83.41,216.88,287.0,713.0
1449,112.75,5587.24,480.12,367.37,-11.09,247.56,20750.0,345.0
0,8590.57,0.0,11201.34,2610.77,-100.46,346.07,35783.0,3717.0
0,1999.99,0.0,2028.04,28.05,-0.88,87.1,2193.0,107.0
105,226.76,0.0,882.28,655.52,-22.9,126.04,9927.0,40635.0
0,5300.0,0.0,7440.63,2140.63,-91.07,201.72,13500.0,0.0
502,306.01,3693.99,868.55,562.54,-17.72,173.71,0.0,0.0
681,0.0,4800.0,154.99,154.99,0.0,139.99,0.0,0.0
229,797.54,6202.46,2871.96,2074.42,-72.28,220.92,1882.0,9032.0
3,1682.18,0.0,3631.28,1949.1,-128.31,453.91,8629.0,4099.0
132,1897.9,13102.1,5604.58,3706.68,-82.19,412.66,3526.0,30874.0
0,2499.99,0.0,2725.35,225.36,-7.09,108.57,1030.0,5770.0
0,5000.0,0.0,5149.77,149.77,-11.54,168.45,2550.0,83833.0
0,2000.0,0.0,2283.77,283.77,-29.63,64.11,2644.0,6456.0
0,15000.0,0.0,16026.74,1026.74,-122.38,472.75,21922.0,7806.0
65,13415.42,0.0,15890.92,2475.5,-112.56,412.66,3657.0,7843.0
0,10000.0,0.0,10738.31,738.31,-33.19,383.2,1053.0,28652.0
12,3047.83,0.0,7686.26,4638.43,-221.5,404.54,8318.0,491.0
0,2998.24,0.0,3508.93,510.69,-20.83,118.52,1155.0,921.0
0,2700.0,0.0,3592.4,892.4,-28.08,117.25,3220.0,4180.0
175,2874.99,625.01,3067.4,192.41,-18.63,308.24,1465.0,11623.0
0,5000.01,0.0,6316.09,1316.08,-64.21,187.07,365.0,7152.0
0,9999.99,0.0,11087.53,1087.54,-131.57,314.52,35041.0,16459.0
0,2499.67,0.0,2558.01,58.34,-6.55,79.38,15835.0,3965.0
220,705.71,8294.29,1422.24,716.53,-29.22,355.56,16150.0,500.0
0,25000.0,0.0,27869.54,2869.54,-287.24,806.56,34124.0,10076.0
0,2500.0,0.0,2948.7,448.7,-17.52,100.21,20000.0,2181.0
0,4000.0,0.0,4094.0,94.0,-2.96,173.71,536.0,24454.0
0,2000.0,0.0,2460.28,460.28,-22.74,74.57,3235.0,12065.0
0,5000.0,0.0,5465.55,465.55,-71.08,153.36,30258.0,7792.0
24,1737.08,0.0,3517.78,1780.7,-53.69,173.71,948.0,4166.0
0,5000.0,0.0,5017.64,17.64,-1.92,159.46,19229.0,14421.0
200,1038.03,3461.97,1779.24,741.21,-38.23,165.84,431.0,5608.0
0,3000.0,0.0,3969.78,969.78,-38.82,119.26,6623.0,30718.0
0,7500.01,0.0,9231.68,1731.67,-123.8,251.42,12194.0,14706.0
594,13832.89,1167.11,14257.5,424.61,-14.79,473.39,19485.0,16501.0
130,180.4,1819.6,772.9,592.5,-17.58,65.9,2838.0,10707.0
0,5000.0,0.0,5493.95,493.95,-49.44,161.31,17260.0,10940.0
0,25000.0,0.0,27546.3,2546.3,-183.19,853.23,16714.0,1286.0
0,15000.0,0.0,16974.15,1974.15,-177.05,492.15,13239.0,11615.0
118,2233.88,0.0,5432.16,3198.28,-70.11,451.24,7669.0,15383.0
0,4000.0,0.0,5126.31,1126.31,-45.07,159.02,886.0,26583.0
0,6499.99,0.0,6589.89,89.9,-3.56,259.26,1910.0,11956.0
221,2985.26,8088.43,5520.06,2534.8,-170.09,262.86,52380.0,720.0
0,2500.0,0.0,3637.3,1137.3,-42.83,100.59,3015.0,485.0
0,6000.0,0.0,6778.78,778.78,-52.7,206.5,1637.0,2663.0
280,964.03,10535.97,3036.69,2072.66,-82.99,337.41,26804.0,21154.0
0,4000.0,0.0,5522.93,1522.93,-59.69,160.14,2249.0,3089.0
406,6634.32,3365.68,11299.77,4665.45,-161.16,418.51,19494.0,20149.0
13,11472.34,0.0,18369.0,6896.66,-254.42,612.3,3705.0,13232.0
496,98.49,2401.51,394.5,296.01,-10.31,78.9,2872.0,7194.0
0,2500.0,0.0,2851.4,351.4,-38.2,79.73,11236.0,26664.0
1181,1740.43,6759.57,4229.61,2489.18,-71.12,384.51,0.0,0.0
0,3500.0,0.0,4242.9,742.9,-36.26,130.95,23410.0,3340.0
58,326.74,0.0,777.42,450.68,-14.39,129.57,6442.0,5560.0
0,3500.0,0.0,3524.3407,24.3407,-2.55,112.77,24.0,726.0
0,8000.0,0.0,10113.66,2113.66,-117.47,289.18,1130.0,5970.0
0,3000.0,0.0,4234.91,1234.91,-51.46,117.7,19849.0,37429.0
0,15000.0,0.0,19068.84,4068.84,-189.41,568.83,1363.0,5087.0
695,90.11,9909.89,307.57,217.46,-7.95,307.57,5330.0,5113.0
0,7000.0,0.0,7866.36,866.36,-81.72,227.85,6543.0,1957.0
0,8400.0,0.0,9195.43,795.43,-41.93,773.99,301.0,8420.0
0,3000.0,0.0,3726.88,726.88,-26.81,120.86,375.0,8198.0
13,803.53,0.0,2014.2,1210.67,-35.28,130.28,195.0,8818.0
0,3600.0,0.0,4323.48,723.48,-26.3,147.94,0.0,0.0
0,7500.0,0.0,9794.54,2294.54,-80.59,312.13,14150.0,8950.0
0,3800.0,0.0,3816.5,16.5,-1.04,133.32,710.0,11040.0
0,2999.99,0.0,4647.76,1647.77,-51.66,130.5,0.0,1237.0
119,852.81,0.0,1581.64,728.83,-57.42,395.41,10086.0,2629.0
0,5000.0,0.0,5152.9308,152.9308,-9.58,176.28,2053.0,8133.0
50,1690.08,0.0,3025.02,1334.94,-39.05,168.89,2469.0,2859.0
0,4500.0,0.0,5551.09,1051.09,-47.82,171.83,154.0,26446.0
0,15000.0,0.0,17201.76,2201.76,-115.78,549.99,9437.0,19063.0
0,6500.02,0.0,9150.81,2650.79,-100.59,263.1,25784.0,19017.0
0,7500.0,0.0,10453.75,2953.75,-95.3,322.47,3832.0,41035.0
0,4120.0,0.0,5711.61,1591.61,-63.64,163.81,800.0,6695.0
0,3000.0,0.0,3590.36,590.36,-19.96,126.67,3928.0,5571.0
194,1448.08,2551.92,2325.22,877.14,-53.34,137.66,412.0,588.0
510,1478.58,521.42,1591.92,113.34,-10.18,176.88,3454.0,11503.0
162,726.13,1273.87,1443.13,717.0,-23.92,84.89,350.0,29343.0
0,8500.0,0.0,9865.84,1365.84,-93.0,293.37,231.0,7889.0
0,7499.99,0.0,11122.6,3622.61,-105.48,336.52,5008.0,14792.0
0,4216.59,0.0,5710.77,1494.18,-92.3,211.51,548.0,27257.0
0,7500.0,0.0,8343.31,843.31,-29.09,314.25,7.0,4993.0
0,6000.0,0.0,7357.24,1357.24,-73.57,153.83,22830.0,11229.0
0,4000.0,0.0,4411.26,411.26,-23.25,100.9,2500.0,1455.0
0,10000.0,0.0,12866.99,2866.99,-116.16,291.64,608.0,49392.0
0,2000.09,0.0,2293.53,293.44,-31.9,63.79,15000.0,18028.0
0,4000.0,0.0,4416.1,416.1,-63.53,0.0,7849.0,3701.0
0,4000.0,0.0,5642.77,1642.77,-44.67,173.71,217.0,27386.0
246,1070.8,13929.2,2829.4,1758.6,-84.5,404.2,1170.0,80.0
93,442.34,0.0,919.8,477.46,-20.36,155.8,2406.0,1842.0
0,3500.0,0.0,3602.79,102.79,-18.18,300.67,27077.0,4023.0
0,7500.01,0.0,7645.48,145.47,-6.77,284.41,1919.0,3245.0
32,1945.16,0.0,3791.62,1846.46,-58.09,173.71,2735.0,4279.0
329,291.09,2208.91,606.36,315.27,-12.0,101.06,14.0,2312.0
0,3000.0,0.0,4180.27,1180.27,-49.22,117.68,222.0,10048.0
0,7500.0,0.0,8266.82,766.82,-23.97,326.62,259.0,23091.0
0,7000.0,0.0,7714.21,714.21,-51.05,239.21,6913.0,16058.0
0,4000.0,0.0,4858.12,858.12,-29.02,168.89,1707.0,1796.0
0,3000.0,0.0,3291.23,291.23,-25.55,98.79,4862.0,3388.0
679,486.61,4513.39,1007.15,520.54,-20.04,201.43,1583.0,708.0
0,1700.01,0.0,2187.89,487.88,-21.94,62.91,1000.0,249.0
464,794.23,14205.77,2635.8,1841.57,-73.99,439.3,9492.0,7508.0
0,3500.0,0.0,4093.08,593.08,-32.96,126.52,1006.0,8244.0
0,4800.0,0.0,6896.02,2096.02,-74.86,198.55,160.0,24760.0
0,8000.0,0.0,10253.0,2253.0,-82.33,233.31,0.0,0.0
0,3200.01,0.0,3630.73,430.72,-51.26,100.87,7907.0,8523.0
0,10000.0,0.0,13962.75,3962.75,-152.47,402.85,4031.0,8083.0
0,1850.0,0.0,3009.39,1159.39,-33.12,83.69,9905.0,38587.0
0,5500.0,0.0,7912.37,2412.37,-93.69,220.87,3118.0,11178.0
0,5000.0,0.0,6516.79,1516.79,-58.37,201.43,1277.0,1326.0
0,3700.0,0.0,3738.38,38.38,-5.12,115.08,31672.0,29178.0
0,2000.0,0.0,2147.86,147.86,-7.21,74.83,1178.0,322.0
892,0.0,4000.0,0.0,0.0,0.0,172.56,38.0,262.0
0,15000.0,0.0,16147.15,1147.15,-82.6,1346.03,10339.0,16358.0
0,5000.0,0.0,5150.44,150.44,-7.61,185.28,6413.0,15998.0
0,6000.0,0.0,6903.06,903.06,-43.02,226.02,2136.0,3164.0
0,5500.0,0.0,7021.13,1521.13,-51.61,226.02,1183.0,1817.0
0,5999.99,0.0,8049.22,2049.23,-77.77,242.86,2241.0,6886.0
0,4200.0,0.0,6788.36,2588.36,-75.38,188.45,359.0,4241.0
0,4000.0,0.0,5229.9,1229.9,-20.24,173.71,252.0,68052.0
179,336.5,7663.5,1151.55,815.05,-23.76,233.31,5630.0,271858.0
0,6000.0,0.0,6705.22,705.22,-72.42,192.87,20176.0,37584.0
0,3000.0,0.0,3847.28,847.28,-26.49,130.65,17.0,3786.0
231,1142.64,857.36,1685.9,543.26,-28.62,73.3,4084.0,2368.0
0,4000.0,0.0,4045.26,45.26,-1.42,173.71,1102.0,154607.0
0,8000.0,0.0,9907.99,1907.99,-131.71,275.33,21159.0,3251.0
0,6000.02,0.0,7071.97,1071.95,-97.44,196.43,9907.0,4593.0
0,2999.99,0.0,3255.92,255.93,-16.25,271.85,614.0,307.0
0,4800.0,0.0,5421.94,621.94,-56.04,157.37,31726.0,13569.0
0,1999.99,0.0,2000.76,0.77,-0.11,61.75,117210.0,6990.0
0,2000.0,0.0,2680.66,680.66,-29.25,75.57,673.0,38797.0
0,7500.0,0.0,7709.07,209.07,-11.33,192.29,40137.0,230283.0
0,4000.0,0.0,4950.02,950.02,-30.38,172.6,10972.0,51479.0
123,291.79,3708.21,670.0668,378.2768,-13.02,168.32,10990.0,24340.0
0,3000.0,0.0,3212.91,212.91,-19.82,97.85,40404.0,2132.0
